ID,Planting_Date,Harvest_Date,Sowing_Seeds_Number,Seeds_Per_Site,Plant_Density_20_days,Chemical_Treat_Disease,Chemical_Treat_Weeds,Chemical_Treat_Pests,Total_N,Total_P,Total_K,Number_Chemical_Ferti,pH,pH2,Efective_Depth,TM_Avg_VEG,TA_Avg_VEG,DR_Avg_VEG,SR_Accu_VEG,P_10_Freq_VEG,TA_Avg_CF,SR_Accu_CF,P_Accu_CF,RH_Avg_CF,SR_Accu_MAT,P_10_Freq_MAT,RH_Avg_MAT,Numero_de_tecnicos,Sowing_Method,Seeds_Treatment,Cultivar,Former_Crop,Field_Drainage,Harvest_Method,Cultivar_Type,Soil_Structure,Runoff,Soil_Texture,Organic_Matter_Content,Departemento,Yield
2721,5/20/2015,9/15/2015,45454.54545,3,70000,0.271160993,1.308716196,1.925209865,0.138,0,0.06,2,4.5,5.4,50,24.32,28.79875,8.9575,14773.84478,0.15,29.69469474,22604.08164,232.8,78.71069963,2836.863581,0.285714286,81.28571429,1,Manual,NO,DK 234,Maiz,SI,Manual,Hibrido,ATERRONADA,NINGUNO,FAr,MEDIA,Cordoba,4
2722,5/25/2015,9/30/2015,66666.66667,3,62500,0,2,0,0.1495,0,0.03,4,5,6,60,25.0425,29.9275,9.77,15826.93423,0.075,28.89641888,21921.85547,303.9,81.81799,9386.712782,0.041666667,81.33333333,1,Manual,NO,DK 234 YGRR,Algodon,SI,Manual,OGM,ATERRONADA,NINGUNO,F,MEDIA,Cordoba,3.5
2723,5/15/2015,9/27/2015,63636.36364,1,62500,0,3,2,0.092,0,0.03,2,6,7.2,60,24.5575,29.0575,9,15314.59288,0.1,29.32831543,22685.084,282.9,79.86971413,8207.160764,0.136363636,82.09090909,1,Mecanizado,NO,P3966 (Pioneer),Algodon,SI,Manual,Hibrido,ATERRONADA,NINGUNO,ArA,MEDIA,Cordoba,6
2733,5/18/2015,9/20/2015,63636.36364,1,62500,0,3,3,0.092,0,0.03,2,5.5,6.6,60,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,10177.18451,0.074074074,82.22222222,1,Mecanizado,NO,P3966 (Pioneer),Algodon,SI,Manual,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA,Cordoba,6
2735,5/20/2015,9/21/2015,54545.45455,1,66000,1,0,0,0.184,0,0.12,2,5,6,30,24.455,28.89375,8.8775,14920.64318,0.125,29.75258621,22906.78925,260.5,78.56512342,11411.20492,0.2,81.78144733,1,Mecanizado,SI,DK 234,Algodon,SI,Manual,Hibrido,ATERRONADA,NINGUNO,F,MEDIA,Cordoba,2.8
2736,4/24/2015,8/31/2015,60606.06061,1,70000,1,2,1,0.115,0,0.0032825,3,6,7.2,53,24.3225,28.7725,8.9,14930.24955,0.125,29.48521198,22703.70013,272.6,79.29690653,7843.441917,0.19047619,82.47619048,1,Mecanizado,SI,P4082 (Pioneer),Algodon,SI,Mecanizada,OGM,ATERRONADA,NINGUNO,FrL,MEDIA,Cordoba,6
2739,4/23/2015,9/1/2015,60606.06061,1,62500,2,2,3,0.092,0,0.0600325,3,6,7.2,60,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,8008.659328,0.095238095,81.80952381,1,Mecanizado,SI,P4082 (Pioneer),Algodon,SI,Mecanizada,OGM,GRANULAR,NINGUNO,ArA,MEDIA,Cordoba,5.5
2740,5/14/2015,9/29/2015,63636.36364,2,66000,0.290192726,1.510611016,1.85975416,0.153,0.015,0.06,3,5,6,28,24.745,29.33,9.17,15178.35773,0.15,29.47931034,22439.92631,259.6,79.01339929,12873.18305,0.151515152,80.58919454,1,Manual,NO,DK 234,Maiz,SI,Manual,OGM,ATERRONADA,NINGUNO,Ar,MEDIA,Cordoba,3.8
2746,5/28/2015,10/2/2015,48484.84848,1,60000,0,0,1,0.184,0,0.15,2,6,7.2,45,24.8875,29.6275,9.48,15771.33664,0.05,28.99555681,22303.83284,317.6,81.00764517,12089.88797,0.0625,82.6875,1,Mecanizado,SI,PAC 105,Algodon,SI,Manual,Hibrido,GRANULAR,NINGUNO,F,MEDIA,Cordoba,4.2
2757,5/1/2015,8/21/2015,54545.45455,1,62500,0,4,3,0.115,0,0,2,6,7.2,60,24.79,29.34125,9.1025,15447.87574,0.075,29.13003957,22537.00573,306.6,80.33523138,15178.98572,0.075,82.075,1,Mecanizado,NO,Otro,Algodon,SI,Manual,Hibrido,GRANULAR,NINGUNO,ArL,MEDIA,Cordoba,1.8
2762,5/7/2015,9/25/2015,54545.45455,1,60000,0,1,0,0.046,0,0,1,6,7.2,34,23.81290578,28.85642996,10.08704836,15001.74031,0.175,28.4979635,23440.78825,389.2,86.0214783,13118.70651,0.176470588,85.96140612,1,Mecanizado,SI,DK 234 YGRR,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,FA,MEDIA,Cordoba,3.4
2766,5/16/2015,10/2/2015,60606.06061,3,55000,0,1,0,0.046,0,0,1,6.5,7.8,38,23.81912987,28.904542,10.17082427,15018.07386,0.175,28.45187706,23451.77308,389.2,86.12492658,12825.3655,0.181818182,85.99053964,1,Manual,NO,DK 234,Algodon,NO,Manual,Hibrido,ATERRONADA,NINGUNO,FA,MEDIA,Cordoba,2.3
2767,5/11/2015,9/21/2015,60606.06061,1,60000,0.222684794,1.224172201,1.790428625,0.115,0,0.06,3,5.5,6.6,31,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,12791.63962,0.058823529,82.41176471,1,Mecanizado,SI,DK 234 YGRR,Algodon,SI,Manual,Hibrido,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,4.1
2771,5/21/2015,9/27/2015,60606.06061,3,60000,0,1,0,0.046,0,0,1,5.5,6.6,26,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,13699.2901,0.083333333,82.36111111,1,Manual,NO,DK 234 YGRR,Algodon,NO,Manual,Hibrido,ATERRONADA,NINGUNO,FA,BAJA,Cordoba,4
2772,5/25/2015,10/4/2015,60606.06061,1,60000,0,1,1,0.046,0,0,1,6.5,7.8,26,24.79,29.34125,9.1025,15447.87574,0.075,29.13003957,22537.00573,306.6,80.33523138,13265.86674,0.085714286,82.48571429,1,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,Hibrido,GRANULAR,NINGUNO,FA,MEDIA,Cordoba,4.2
2773,5/20/2015,10/8/2015,60606.06061,1,55000,0,1,1,0.046,0,0,1,5.5,6.6,33,23.88458754,28.97727084,10.1853666,15308.27792,0.175,28.41418172,23217.74488,389.2,86.24561623,12532.00276,0.1875,85.95899401,1,Mecanizado,NO,ADV 9339 (Syngenta),Algodon,NO,Manual,Hibrido,GRANULAR,NINGUNO,FA,MEDIA,Cordoba,2.1
2774,5/18/2015,9/18/2015,60606.06061,1,55000,1,1,2,0.092,0,0.03,2,6,7.2,24,24.8875,29.6275,9.48,15771.33664,0.05,28.99555681,22303.83284,317.6,81.00764517,13684.53735,0.055555556,82.08333333,1,Mecanizado,NO,Otro,Algodon,NO,Manual,Hibrido,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,5.9
2775,5/19/2015,9/18/2015,60606.06061,1,55000,1,1,2,0.138,0,0,3,6,7.2,26,24.73,29.31497707,9.16995414,15001.74031,0.175,28.83521198,23440.78825,389.2,86.0214783,13482.06198,0.2,86.07679452,1,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,3.1
2860,5/5/2015,9/10/2015,60606.06061,1,55000,0,1,0,0.046,0,0,1,5.5,6.6,39,23.84220532,29.17857973,10.67274882,16208.79444,0.1,28.28823981,22566.1423,403.5,86.61739168,13424.68884,0.235294118,86.50367153,1,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,FA,MEDIA,Cordoba,3
2862,5/10/2015,9/15/2015,60606.06061,1,60000,0,1,2,0.046,0,0.04,2,6,7.2,31,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,12791.63962,0.058823529,82.41176471,1,Mecanizado,SI,DK 234 YGRR,Algodon,SI,Manual,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,4
2863,5/25/2015,9/25/2015,54545.45455,1,60000,1,1,2,0.046,0,0.03,1,7,8.4,10,24.8875,29.585,9.395,15925.33525,0.05,29.02659129,22363.23222,306.6,80.88695551,13298.64887,0.085714286,82.31428571,1,Mecanizado,NO,P3966 (Pioneer),Algodon,NO,Manual,Hibrido,ATERRONADA,NINGUNO,F,BAJA,Cordoba,5.1
2864,5/17/2015,9/25/2015,51515.15152,1,60000,0,1,3,0.092,0,0,2,6,7.2,22,24.8875,29.585,9.395,15925.33525,0.05,29.02659129,22363.23222,306.6,80.88695551,11203.13982,0.066666667,82.53333333,1,Mecanizado,SI,P3966 (Pioneer),Algodon,SI,Manual,Hibrido,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,5
2865,5/10/2015,9/15/2015,60606.06061,1,60000,0,1,2,0.092,0,0,2,5.5,6.6,32,23.78593442,28.57294428,9.574019718,14347.74545,0.2,28.7109517,24224.37224,333.7,85.48032069,18160.14982,0.255319149,86.15053085,1,Mecanizado,SI,DK7088,Algodon,SI,Mecanizada,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,4.6
2866,5/20/2015,9/17/2015,54545.45455,3,50000,0,0,1,0.069,0,0.03,1,5.5,6.6,50,25.0175,29.98625,9.9375,15012.76815,0.125,29.34827586,22437.464,220.6,78.61684756,20204.60928,0.226415094,81.51780037,1,Manual,NO,Otro,Algodon,NO,Mecanizada,Hibrido,ATERRONADA,NINGUNO,F,MEDIA,Cordoba,2.8
2867,5/20/2015,9/25/2015,54545.45455,1,62000,1,0,1,0.138,0,0.18,2,4.5,5.4,50,24.595,29.10625,9.0225,15396.85547,0.15,29.58448276,22635.63926,257.8,78.94443377,14486.36461,0.157894737,81.22219526,1,Mecanizado,NO,DK 234,Algodon,NO,Mecanizada,OGM,GRANULAR,NINGUNO,F,MEDIA,Cordoba,3.3
2873,5/16/2015,10/2/2015,69696.9697,3,71420,0,1,5,0.1265,0,0,3,6,7.2,60,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,11662.51809,0.064516129,82.4516129,1,Manual,NO,PAC 105,Algodon,SI,Manual,Hibrido,ATERRONADA,NINGUNO,ArL,MEDIA,Cordoba,4.6
2886,4/13/2015,8/27/2015,78787.87879,1,71000,2,4,3,0.069,0.015,0.03825,3,5.5,6.6,60,24.82,29.51875,9.3975,15785.72792,0.05,29.04814302,22356.15162,306.6,80.76626586,12539.88722,0.090909091,82.42424242,1,Mecanizado,SI,Otro,Algodon,SI,Manual,OGM,GRANULAR,LENTO,FAr,MEDIA,Cordoba,6.4
2888,5/12/2015,9/28/2015,69696.9697,1,62500,0,1,0,0.1058,0,0,2,6.5,7.8,60,24.79,29.34125,9.1025,15447.87574,0.075,29.13003957,22537.00573,306.6,80.33523138,9281.096944,0.08,82.48,1,Mecanizado,SI,DK 234 YGRR,Algodon,SI,Manual,OGM,ATERRONADA,NINGUNO,FrL,MEDIA,Cordoba,5.5
2890,5/6/2015,9/25/2015,78787.87879,1,70000,0,3,5,0.161,0,0,3,6,7.2,60,24.8875,29.6275,9.48,15771.33664,0.05,28.99555681,22303.83284,317.6,81.00764517,12497.83076,0.060606061,82.48484848,1,Mecanizado,SI,Otro,Maiz,SI,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,3.8
2891,5/20/2015,9/29/2015,54545.45455,1,62500,0,1,3,0.092,0,0,2,6,7.2,30,24.355,28.83625,8.9625,14658.38852,0.15,29.6903844,22774.84608,227.2,78.68581308,11765.41691,0.193548387,81.75623935,1,Mecanizado,NO,P4082 (Pioneer),Algodon,NO,Manual,Hibrido,ATERRONADA,NINGUNO,L,MEDIA,Cordoba,2.5
2892,5/20/2015,10/2/2015,66666.66667,1,70000,0,3,4,0.1725,0,0,3,5.5,6.6,60,24.79,29.34125,9.1025,15447.87574,0.075,29.13003957,22537.00573,306.6,80.33523138,7575.235971,0.1,82,1,Mecanizado,SI,Otro,Algodon,SI,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,3.8
2893,4/21/2015,9/10/2015,57575.75758,1,60000,0,2,1,0.092,0,0,2,6.5,7.8,60,24.3225,28.7725,8.9,14180.50395,0.2,29.48521198,24390.03912,333.7,79.29690653,13444.3669,0.222222222,82.38888889,1,Mecanizado,SI,DK7088,Algodon,SI,Mecanizada,OGM,GRANULAR,NINGUNO,L,MEDIA,Cordoba,2.95
2895,4/21/2015,9/14/2015,60606.06061,1,55000,0,2,0,0.046,0,0,1,5.5,6.6,42,23.88223298,29.23859356,10.71272116,16391.72833,0.1,28.26230541,22569.10823,403.5,86.72083996,21991.62489,0.206896552,87.8303767,1,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,OGM,ATERRONADA,NINGUNO,FA,MEDIA,Cordoba,3.1
2898,4/20/2015,9/4/2015,60606.06061,1,55000,0,1,2,0.092,0,0,2,6.5,7.8,29,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,12391.87474,0.060606061,82.54545455,1,Mecanizado,SI,DK 234 YGRR,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,3.5
2901,4/22/2015,9/14/2015,66666.66667,1,70000,0,0,5,0.1035,0,0,2,5.5,6.6,60,24.79,29.34125,9.1025,15447.87574,0.075,29.13003957,22537.00573,306.6,80.33523138,9281.096944,0.08,82.48,1,Mecanizado,NO,ADV 9339 (Syngenta),Algodon,SI,Manual,Hibrido,GRANULAR,LENTO,FAr,MEDIA,Cordoba,5
2902,4/25/2015,9/24/2015,66666.66667,1,71000,1,3,2,0.092,0,0.06,2,5.5,6.6,60,24.355,28.83625,8.9625,14658.38852,0.15,29.6903844,22774.84608,227.2,78.68581308,13408.14189,0.171428571,81.52695485,1,Mecanizado,SI,Otro,Algodon,SI,Manual,OGM,GRANULAR,LENTO,FAr,MEDIA,Cordoba,6
2917,4/20/2015,9/12/2015,72727.27273,1,71000,1,1,3,0.068,0.0044,0.0498,2,6,7.2,60,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,13699.2901,0.083333333,82.36111111,1,Mecanizado,NO,Otro,Algodon,SI,Manual,Hibrido,GRANULAR,LENTO,FAr,MEDIA,Cordoba,5.5
2921,5/1/2015,9/17/2015,60606.06061,1,70000,1,1,4,0.066,0.004,0.048,2,6,7.2,60,24.355,28.83625,8.9625,14658.38852,0.15,29.6903844,22774.84608,227.2,78.68581308,18609.20921,0.12244898,81.92741673,1,Mecanizado,NO,P3966 (Pioneer),Algodon,SI,Manual,Hibrido,GRANULAR,LENTO,FAr,MEDIA,Cordoba,5.5
2937,5/23/2015,10/9/2015,75757.57576,1,71000,0,3,4,0.096,0,0.015,2,5.5,6.6,60,24.7725,29.3875,9.23,15588.595,0.05,29.08176371,22479.5339,306.6,80.52488655,11549.43507,0.064516129,82.70967742,1,Mecanizado,SI,Otro,Algodon,SI,Mecanizada,OGM,GRANULAR,LENTO,FAr,MEDIA,Cordoba,5.85
2944,5/17/2015,10/9/2015,60606.06061,1,55000,0,1,2,0.092,0,0,2,7,8.4,16,24.3575,28.8325,8.95,15132.60815,0.125,29.43003957,22715.79005,272.6,79.45592103,13839.01049,0.108108108,82.51351351,1,Mecanizado,SI,DK 234 YGRR,Algodon,SI,Manual,OGM,ATERRONADA,NINGUNO,F,MEDIA,Cordoba,3.6
2948,5/17/2015,9/29/2015,60606.06061,1,60000,0,1,2,0.092,0,0,2,5.5,6.6,40,23.79545948,28.64520681,9.699494656,14490.6314,0.2,28.66868762,23999.98415,351.2,85.65273448,17024.89876,0.227272727,86.00170341,1,Mecanizado,SI,DK 234 YGRR,Algodon,SI,Manual,OGM,GRANULAR,NINGUNO,FA,MEDIA,Cordoba,3.8
2953,5/15/2015,10/10/2015,60606.06061,1,55000,0,2,0,0.092,0,0,2,6,7.2,26,23.81473549,28.75484481,9.880218651,14672.54442,0.2,28.58795548,23841.36953,367.2,85.83182313,13723.57761,0.194444444,85.76910578,1,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,OGM,ATERRONADA,NINGUNO,F,BAJA,Cordoba,2.5
2954,5/22/2015,10/10/2015,78787.87879,1,71000,0,4,2,0.08,0,0.045,3,6,7.2,60,25.0675,29.875,9.615,15731.78276,0.05,28.8291775,22218.0579,318,81.42143827,15873.80765,0.069767442,82.46511628,1,Mecanizado,SI,Otro,Algodon,SI,Mecanizada,OGM,GRANULAR,LENTO,FAr,MEDIA,Cordoba,5.5
3103,9/10/2015,1/26/2016,66666.66667,1,70000,0,3,3,0.161,0,0,3,6,7.2,60,24.8875,29.6275,9.48,15771.33664,0.05,28.99555681,22303.83284,317.6,81.00764517,11306.31,0.066666667,82.7,1,Mecanizado,SI,Otro,Algodon,SI,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,3.8
3106,9/12/2015,1/20/2016,42424.24242,1,60000,0,1,0,0.092,0,0.06,2,6,7.2,53,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,8417.223355,0.090909091,81.77272727,1,Mecanizado,SI,DK 234,Algodon,NO,Manual,OGM,ATERRONADA,NINGUNO,Ar,MEDIA,Cordoba,3.5
3122,9/14/2015,1/27/2016,45454.54545,1,42000,0,1,1,0.115,0,0,1,6,7.2,50,24.48,28.92875,8.8975,15307.86942,0.15,29.72241379,22929.23636,255.9,78.65133032,12948.2771,0.176470588,81.36598294,1,Mecanizado,SI,DK 234,Algodon,SI,Manual,Hibrido,GRANULAR,NINGUNO,F,MEDIA,Cordoba,2.2
3124,9/7/2015,1/16/2016,45454.54545,1,60000,0.201290836,1.321336942,2.111793682,0.046,0,0.03,1,5,6,24,24.3225,28.7725,8.9,14930.24955,0.125,29.48521198,22703.70013,272.6,79.29690653,8597.414153,0.173913043,82.34782609,1,Mecanizado,SI,P3966 (Pioneer),Algodon,NO,Manual,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA,Cordoba,3.8
3125,9/20/2015,1/29/2016,72727.27273,1,71000,1,0,2,0.05625,0.01,0.0525,2,5.5,6.6,21,24.6475,29.1575,9.02,15545.39475,0.075,29.27141888,22560.22961,282.7,80.05936931,6235.804674,0.176470588,82.70588235,1,Mecanizado,NO,P4082 (Pioneer),Algodon,SI,Manual,OGM,ATERRONADA,NINGUNO,FAr,BAJA,Cordoba,4.164
3135,9/18/2015,1/25/2016,54545.45455,3,50000,0,0,1,0.092,0,0.12,2,5.5,6.6,50,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,8008.659328,0.095238095,81.80952381,1,Manual,NO,PIONEER 30F35,Algodon,SI,Manual,Hibrido,ATERRONADA,NINGUNO,FAr,MEDIA,Cordoba,3.7
3280,9/25/2015,2/12/2016,54545.45455,1,80000,0.331314711,1.415667231,1.994183749,0.184,0,0.12,2,5.5,6.6,50,24.355,28.83625,8.9625,14658.38852,0.15,29.6903844,22774.84608,227.2,78.68581308,12043.26588,0.1875,81.92010687,1,Mecanizado,SI,P4082 (Pioneer),Maiz,SI,Manual,Hibrido,ATERRONADA,NINGUNO,FrL,MEDIA,Cordoba,3.8
787,5/10/2014,9/15/2014,54545.45455,1,60000,0,2,3,0.046,0,0,1,6,7.2,35,24.73,29.31497707,9.16995414,15001.74031,0.175,28.83521198,23440.78825,389.2,86.0214783,12061.8915,0.1875,85.74024401,1,Mecanizado,NO,ADV 9339 (Syngenta),Algodon,SI,Mecanizada,Hibrido,GRANULAR,NINGUNO,Ar,BAJA,Cordoba,2.2
3278,9/28/2015,2/9/2016,69696.9697,1,62500,0,2,1,0.08,0,0,2,6,7.2,60,24.9775,29.7425,9.53,15623.59901,0.05,28.94641888,22322.20015,322.7,81.12833482,9308.226214,0.04,82.72,1,Mecanizado,NO,Otro,Algodon,SI,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,4.9
3299,10/9/2015,2/20/2016,60606.06061,3,55000,0,1,2,0.046,0,0,1,6,7.2,17,23.85562329,29.11778872,10.52433085,15896.171,0.125,28.32965869,22756.14729,398.4,86.56566755,14241.9246,0.222222222,86.47568978,1,Manual,NO,DK 234 YGRR,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,A,MEDIA,Cordoba,2.7
4501,5/19/2016,9/30/2016,54545.45455,1,60000,0,2,1,0.046,0,0,1,6,7.2,31,23.85562329,29.11778872,10.52433085,15896.171,0.125,28.32965869,22756.14729,398.4,86.56566755,17496.11501,0.239130435,87.28532243,1,Mecanizado,SI,PAC 105,Algodon,SI,Mecanizada,Hibrido,ATERRONADA,NINGUNO,FAr,BAJA,Cordoba,1.6
4502,5/18/2016,10/7/2016,60606.06061,1,55000,0,2,1,0.046,0,0,1,5.5,6.6,31,23.84220532,29.17857973,10.67274882,16208.79444,0.1,28.28823981,22566.1423,403.5,86.61739168,13893.51361,0.228571429,86.5749952,1,Mecanizado,SI,DK 234 YGRR,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,FA,MEDIA,Cordoba,2
4504,5/17/2016,9/23/2016,60606.06061,1,55000,0,1,1,0.092,0,0,2,5.5,6.6,38,23.78593442,28.57294428,9.574019718,14347.74545,0.2,28.7109517,24224.37224,333.7,85.48032069,14415.88976,0.236842105,85.68618289,1,Mecanizado,SI,DK 234 YGRR,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,2.8
4506,5/16/2016,9/24/2016,60606.06061,1,60000,0,1,0,0.046,0,0.03,1,6,7.2,27,23.81473549,28.75484481,9.880218651,14672.54442,0.2,28.58795548,23841.36953,367.2,85.83182313,19029.77981,0.22,86.63375616,1,Mecanizado,NO,DK 234 YGRR,Algodon,SI,Manual,OGM,ATERRONADA,NINGUNO,Ar,BAJA,Cordoba,3
4507,5/17/2016,9/30/2016,54545.45455,3,55000,0,1,2,0.046,0,0,1,6,7.2,27,25.015,29.92125,9.8125,15882.00017,0.05,28.89555681,21864.15756,320.7,81.90419689,13522.13192,0.083333333,81.88888889,1,Manual,NO,P4082 (Pioneer),Algodon,NO,Manual,Hibrido,GRANULAR,NINGUNO,FA,BAJA,Cordoba,3.1
4510,5/16/2016,10/2/2016,72727.27273,1,65500,0,2,1,0.092,0,0.03,2,5.5,6.6,60,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,9073.590692,0.083333333,82.08333333,1,Mecanizado,NO,Otro,Algodon,SI,Mecanizada,OGM,ATERRONADA,LENTO,FA,MEDIA,Cordoba,5
4551,5/15/2016,9/23/2016,60606.06061,1,60000,0,1,0,0.092,0,0,2,5.5,6.6,36,23.78593442,28.57294428,9.574019718,14347.74545,0.2,28.7109517,24224.37224,333.7,85.48032069,14415.88976,0.236842105,85.68618289,1,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,FA,MEDIA,Cordoba,3.2
4605,5/5/2016,9/11/2016,60606.06061,1,55000,0,1,1,0.092,0,0,2,6,7.2,25,24.8875,29.585,9.395,15925.33525,0.05,29.02659129,22363.23222,306.6,80.88695551,14023.90927,0.081081081,82.02702703,1,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,4
4606,5/7/2016,9/20/2016,60606.06061,1,65000,0,4,3,0.1065,0.0375,0.0975,2,6,7.2,60,25.0675,29.9325,9.73,15671.54276,0.05,28.85934991,22079.7239,319,81.6455762,9501.976614,0.04,82.2,1,Mecanizado,SI,PAC 105,Algodon,SI,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,5
2871,4/30/2015,9/15/2015,54545.45455,1,60000,0,1,1,0.046,0,0,1,6,7.2,26,24.79,29.34125,9.1025,15447.87574,0.075,29.13003957,22537.00573,306.6,80.33523138,12358.21627,0.060606061,82.54545455,1,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,4.2
2896,4/28/2015,9/19/2015,48484.84848,1,62500,0,4,3,0.138,0,0,2,5.5,6.6,32,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,10617.20135,0.071428571,82.21428571,1,Mecanizado,NO,ADV 9339 (Syngenta),Algodon,SI,Mecanizada,Hibrido,ATERRONADA,LENTO,FAr,BAJA,Cordoba,5.2
2153,5/21/2015,10/3/2015,60606.06061,3,55000,0,1,2,0.092,0,0,2,6,7.2,32,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,13699.2901,0.083333333,82.36111111,1,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,FA,MEDIA,Cordoba,4.5
2541,5/15/2015,9/12/2015,60606.06061,1,60000,0,1,1,0.046,0,0,1,5.5,6.6,26,24.8875,29.6275,9.48,15771.33664,0.05,28.99555681,22303.83284,317.6,81.00764517,13684.53735,0.055555556,82.08333333,1,Mecanizado,NO,DK 234 YGRR,Algodon,SI,Manual,OGM,GRANULAR,LENTO,FAr,BAJA,Cordoba,4.8
2925,5/2/2015,9/22/2015,54545.45455,3,60000,0,1,2,0.046,0,0,1,6,7.2,23,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,15612.40908,0.073170732,81.97560976,1,Manual,NO,DK 234 YGRR,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,3.5
2831,5/11/2015,9/28/2015,57575.75758,1,55000,0,1,0,0.092,0,0,2,5.5,6.6,20,24.79,29.34125,9.1025,15447.87574,0.075,29.13003957,22537.00573,306.6,80.33523138,12800.75837,0.088235294,82.61764706,1,Mecanizado,NO,DK 234 YGRR,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,4.5
2836,4/17/2015,9/4/2015,51515.15152,3,55000,0,1,3,0.046,0,0,1,5,6,48,24.315,28.79625,8.9625,14610.72058,0.15,29.6929706,22622.31264,227.2,78.6685717,15282.74743,0.15,81.9110855,1,Manual,NO,Otro,Maiz,NO,Manual,Hibrido,GRANULAR,NINGUNO,Ar,BAJA,Cordoba,2.2
2301,5/2/2015,9/10/2015,54545.45455,1,62000,0,2,3,0.115,0,0,2,6,7.2,60,24.9775,29.7425,9.53,15623.59901,0.05,28.94641888,22322.20015,322.7,81.12833482,13258.1172,0.057142857,82.08571429,1,Mecanizado,NO,PAC 105,Algodon,NO,Manual,Hibrido,GRANULAR,NINGUNO,F,MEDIA,Cordoba,3.8
2754,5/21/2015,9/30/2015,54545.45455,3,55000,0,1,1,0.046,0,0,1,6,7.2,27,24.5575,29.0575,9,15314.59288,0.1,29.32831543,22685.084,282.9,79.86971413,13408.22808,0.083333333,82.41666667,1,Manual,NO,PAC 105,Algodon,NO,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA,Cordoba,2.1
2747,5/20/2015,9/28/2015,54545.45455,3,55000,0,1,1,0.115,0,0,2,6.5,7.8,26,24.73,29.27875,9.0975,15505.82049,0.075,29.2041775,22471.86148,306.2,80.24902448,12791.63962,0.058823529,82.41176471,1,Manual,NO,Otro,Algodon,NO,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA,Cordoba,5
